pathway_name	website
Mitochondrial transcription initiation	http://identifiers.org/reactome/R-HSA-163282
Mitochondrial translation elongation	http://identifiers.org/reactome/R-HSA-5389840
Mitochondrial translation initiation	http://identifiers.org/reactome/R-HSA-5368286
Mitochondrial translation termination	http://identifiers.org/reactome/R-HSA-5419276
Mitochondrial tRNA aminoacylation	http://identifiers.org/reactome/R-HSA-379726
Mitotic Metaphase/Anaphase Transition	http://identifiers.org/reactome/R-HSA-68881
Mitotic Prometaphase	http://identifiers.org/reactome/R-HSA-68877
Mitotic Prophase	http://identifiers.org/reactome/R-HSA-68875
Molecules associated with elastic fibres	http://identifiers.org/reactome/R-HSA-2129379
Molybdenum cofactor biosynthesis	http://identifiers.org/reactome/R-HSA-947581
mRNA 3'-end processing	http://identifiers.org/reactome/R-HSA-72187
mRNA Capping	http://identifiers.org/reactome/R-HSA-72086
mRNA decay by 3' to 5' exoribonuclease	http://identifiers.org/reactome/R-HSA-429958
mRNA decay by 5' to 3' exoribonuclease	http://identifiers.org/reactome/R-HSA-430039
MTF1 activates gene expression	http://identifiers.org/reactome/R-HSA-5660489
mTOR signalling	http://identifiers.org/reactome/R-HSA-165159
mTORC1-mediated signalling	http://identifiers.org/reactome/R-HSA-166208
Multifunctional anion exchangers	http://identifiers.org/reactome/R-HSA-427601
MyD88 cascade initiated on plasma membrane	http://identifiers.org/reactome/R-HSA-975871
MyD88 deficiency (TLR2/4)	http://identifiers.org/reactome/R-HSA-5602498
MyD88 deficiency (TLR5)	http://identifiers.org/reactome/R-HSA-5602680
MyD88 dependent cascade initiated on endosome	http://identifiers.org/reactome/R-HSA-975155
MyD88-independent TLR4 cascade	http://identifiers.org/reactome/R-HSA-166166
Myoclonic epilepsy of Lafora	http://identifiers.org/reactome/R-HSA-3785653
N-Glycan antennae elongation	http://identifiers.org/reactome/R-HSA-975577
N-glycan trimming and elongation in the cis-Golgi	http://identifiers.org/reactome/R-HSA-964739
N-glycan trimming in the ER and Calnexin/Calreticulin cycle	http://identifiers.org/reactome/R-HSA-532668
Na+/Cl- dependent neurotransmitter transporters	http://identifiers.org/reactome/R-HSA-442660
NADE modulates death signalling	http://identifiers.org/reactome/R-HSA-205025
NADPH regeneration	http://identifiers.org/reactome/R-HSA-389542
NCAM signaling for neurite out-growth	http://identifiers.org/reactome/R-HSA-375165
NCAM1 interactions	http://identifiers.org/reactome/R-HSA-419037
Nectin/Necl trans heterodimerization	http://identifiers.org/reactome/R-HSA-420597
Neddylation	http://identifiers.org/reactome/R-HSA-8951664
Nef and signal transduction	http://identifiers.org/reactome/R-HSA-164944
Nef Mediated CD4 Down-regulation	http://identifiers.org/reactome/R-HSA-167590
Nef Mediated CD8 Down-regulation	http://identifiers.org/reactome/R-HSA-182218
Nef mediated downregulation of CD28 cell surface expression	http://identifiers.org/reactome/R-HSA-164939
Nef mediated downregulation of MHC class I complex cell surface expression	http://identifiers.org/reactome/R-HSA-164940
Negative feedback regulation of MAPK pathway	http://identifiers.org/reactome/R-HSA-5674499
Negative regulation of activity of TFAP2 (AP-2) family transcription factors	http://identifiers.org/reactome/R-HSA-8866904
Negative regulation of FGFR1 signaling	http://identifiers.org/reactome/R-HSA-5654726
Negative regulation of FGFR2 signaling	http://identifiers.org/reactome/R-HSA-5654727
Negative regulation of FGFR3 signaling	http://identifiers.org/reactome/R-HSA-5654732
Negative regulation of FGFR4 signaling	http://identifiers.org/reactome/R-HSA-5654733
Negative regulation of MAPK pathway	http://identifiers.org/reactome/R-HSA-5675221
Negative regulation of MET activity	http://identifiers.org/reactome/R-HSA-6807004
Negative regulation of NMDA receptor-mediated neuronal transmission	http://identifiers.org/reactome/R-HSA-9617324
Negative regulation of NOTCH4 signaling	http://identifiers.org/reactome/R-HSA-9604323
Negative regulation of TCF-dependent signaling by DVL-interacting proteins	http://identifiers.org/reactome/R-HSA-5368598
Negative regulation of TCF-dependent signaling by WNT ligand antagonists	http://identifiers.org/reactome/R-HSA-3772470
Negative regulation of the PI3K/AKT network	http://identifiers.org/reactome/R-HSA-199418
Negative regulators of RIG-I/MDA5 signaling	http://identifiers.org/reactome/R-HSA-936440
NEP/NS2 Interacts with the Cellular Export Machinery	http://identifiers.org/reactome/R-HSA-168333
Nephrin family interactions	http://identifiers.org/reactome/R-HSA-373753
Netrin mediated repulsion signals	http://identifiers.org/reactome/R-HSA-418886
Netrin-1 signaling	http://identifiers.org/reactome/R-HSA-373752
Neurexins and neuroligins	http://identifiers.org/reactome/R-HSA-6794361
Neurofascin interactions	http://identifiers.org/reactome/R-HSA-447043
Neurophilin interactions with VEGF and VEGFR	http://identifiers.org/reactome/R-HSA-194306
Neurotransmitter clearance	http://identifiers.org/reactome/R-HSA-112311
Neurotransmitter receptors and postsynaptic signal transmission	http://identifiers.org/reactome/R-HSA-112314
NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	http://identifiers.org/reactome/R-HSA-933543
NF-kB is activated and signals survival	http://identifiers.org/reactome/R-HSA-209560
NFG and proNGF binds to p75NTR	http://identifiers.org/reactome/R-HSA-205017
NGF processing	http://identifiers.org/reactome/R-HSA-167060
NGF-independant TRKA activation	http://identifiers.org/reactome/R-HSA-187024
Nicotinamide salvaging	http://identifiers.org/reactome/R-HSA-197264
Nicotinate metabolism	http://identifiers.org/reactome/R-HSA-196807
NIK-->noncanonical NF-kB signaling	http://identifiers.org/reactome/R-HSA-5676590
Nitric oxide stimulates guanylate cyclase	http://identifiers.org/reactome/R-HSA-392154
NOD1/2 Signaling Pathway	http://identifiers.org/reactome/R-HSA-168638
Non-integrin membrane-ECM interactions	http://identifiers.org/reactome/R-HSA-3000171
Noncanonical activation of NOTCH3	http://identifiers.org/reactome/R-HSA-9017802
Nonhomologous End-Joining (NHEJ)	http://identifiers.org/reactome/R-HSA-5693571
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	http://identifiers.org/reactome/R-HSA-975957
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	http://identifiers.org/reactome/R-HSA-975956
NoRC negatively regulates rRNA expression	http://identifiers.org/reactome/R-HSA-427413
Norepinephrine Neurotransmitter Release Cycle	http://identifiers.org/reactome/R-HSA-181430
NOSIP mediated eNOS trafficking	http://identifiers.org/reactome/R-HSA-203754
NOSTRIN mediated eNOS trafficking	http://identifiers.org/reactome/R-HSA-203641
Notch-HLH transcription pathway	http://identifiers.org/reactome/R-HSA-350054
NOTCH1 Intracellular Domain Regulates Transcription	http://identifiers.org/reactome/R-HSA-2122947
NOTCH2 Activation and Transmission of Signal to the Nucleus	http://identifiers.org/reactome/R-HSA-2979096
NOTCH2 intracellular domain regulates transcription	http://identifiers.org/reactome/R-HSA-2197563
NOTCH3 Activation and Transmission of Signal to the Nucleus	http://identifiers.org/reactome/R-HSA-9013507
NOTCH3 Intracellular Domain Regulates Transcription	http://identifiers.org/reactome/R-HSA-9013508
NOTCH4 Activation and Transmission of Signal to the Nucleus	http://identifiers.org/reactome/R-HSA-9013700
NOTCH4 Intracellular Domain Regulates Transcription	http://identifiers.org/reactome/R-HSA-9013695
NR1D1 (REV-ERBA) represses gene expression	http://identifiers.org/reactome/R-HSA-1368071
NRAGE signals death through JNK	http://identifiers.org/reactome/R-HSA-193648
NrCAM interactions	http://identifiers.org/reactome/R-HSA-447038
NRIF signals cell death from the nucleus	http://identifiers.org/reactome/R-HSA-205043
NS1 Mediated Effects on Host Pathways	http://identifiers.org/reactome/R-HSA-168276
NTF3 activates NTRK2 (TRKB) signaling	http://identifiers.org/reactome/R-HSA-9025046
NTF3 activates NTRK3 signaling	http://identifiers.org/reactome/R-HSA-9034013
NTF4 activates NTRK2 (TRKB) signaling	http://identifiers.org/reactome/R-HSA-9026357
NTRK2 activates RAC1	http://identifiers.org/reactome/R-HSA-9032759
NTRK3 as a dependence receptor	http://identifiers.org/reactome/R-HSA-9603505
Nuclear import of Rev protein	http://identifiers.org/reactome/R-HSA-180746
Nuclear Pore Complex (NPC) Disassembly	http://identifiers.org/reactome/R-HSA-3301854
Nuclear Receptor transcription pathway	http://identifiers.org/reactome/R-HSA-383280
Nuclear signaling by ERBB4	http://identifiers.org/reactome/R-HSA-1251985
O-glycosylation of TSR domain-containing proteins	http://identifiers.org/reactome/R-HSA-5173214
O-linked glycosylation	http://identifiers.org/reactome/R-HSA-5173105
O-linked glycosylation of mucins	http://identifiers.org/reactome/R-HSA-913709
OAS antiviral response	http://identifiers.org/reactome/R-HSA-8983711
Olfactory Signaling Pathway	http://identifiers.org/reactome/R-HSA-381753
Oligomerization of connexins into connexons	http://identifiers.org/reactome/R-HSA-190704
Oncogene Induced Senescence	http://identifiers.org/reactome/R-HSA-2559585
Opioid Signalling	http://identifiers.org/reactome/R-HSA-111885
Orc1 removal from chromatin	http://identifiers.org/reactome/R-HSA-68949
Orexin and neuropeptides FF and QRFP bind to their respective receptors	http://identifiers.org/reactome/R-HSA-389397
Organic anion transport	http://identifiers.org/reactome/R-HSA-561048
Organic anion transporters	http://identifiers.org/reactome/R-HSA-428643
Organic cation transport	http://identifiers.org/reactome/R-HSA-549127
Other interleukin signaling	http://identifiers.org/reactome/R-HSA-449836
Other semaphorin interactions	http://identifiers.org/reactome/R-HSA-416700
Ovarian tumor domain proteases	http://identifiers.org/reactome/R-HSA-5689896
Oxidative Stress Induced Senescence	http://identifiers.org/reactome/R-HSA-2559580
Oxygen-dependent asparagine hydroxylation of Hypoxia-inducible Factor Alpha	http://identifiers.org/reactome/R-HSA-1234162
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	http://identifiers.org/reactome/R-HSA-1234176
p130Cas linkage to MAPK signaling for integrins	http://identifiers.org/reactome/R-HSA-372708
p38MAPK events	http://identifiers.org/reactome/R-HSA-171007
p53-Dependent G1 DNA Damage Response	http://identifiers.org/reactome/R-HSA-69563
p75NTR negatively regulates cell cycle via SC1	http://identifiers.org/reactome/R-HSA-193670
p75NTR recruits signalling complexes	http://identifiers.org/reactome/R-HSA-209543
Packaging Of Telomere Ends	http://identifiers.org/reactome/R-HSA-171306
PAOs oxidise polyamines to amines	http://identifiers.org/reactome/R-HSA-141334
Paradoxical activation of RAF signaling by kinase inactive BRAF	http://identifiers.org/reactome/R-HSA-6802955
Passive transport by Aquaporins	http://identifiers.org/reactome/R-HSA-432047
Pausing and recovery of HIV elongation	http://identifiers.org/reactome/R-HSA-167290
Pausing and recovery of Tat-mediated HIV elongation	http://identifiers.org/reactome/R-HSA-167238
PCNA-Dependent Long Patch Base Excision Repair	http://identifiers.org/reactome/R-HSA-5651801
PCP/CE pathway	http://identifiers.org/reactome/R-HSA-4086400
PD-1 signaling	http://identifiers.org/reactome/R-HSA-389948
PDE3B signalling	http://identifiers.org/reactome/R-HSA-165160
PECAM1 interactions	http://identifiers.org/reactome/R-HSA-210990
Pentose phosphate pathway	http://identifiers.org/reactome/R-HSA-71336
Peptide chain elongation	http://identifiers.org/reactome/R-HSA-156902
Peptide hormone biosynthesis	http://identifiers.org/reactome/R-HSA-209952
Peptide ligand-binding receptors	http://identifiers.org/reactome/R-HSA-375276
PERK regulates gene expression	http://identifiers.org/reactome/R-HSA-381042
Peroxisomal lipid metabolism	http://identifiers.org/reactome/R-HSA-390918
Peroxisomal protein import	http://identifiers.org/reactome/R-HSA-9033241
Phase 0 - rapid depolarisation	http://identifiers.org/reactome/R-HSA-5576892
Phase 1 - inactivation of fast Na+ channels	http://identifiers.org/reactome/R-HSA-5576894
Phase 2 - plateau phase	http://identifiers.org/reactome/R-HSA-5576893
Phase 3 - rapid repolarisation	http://identifiers.org/reactome/R-HSA-5576890
Phase 4 - resting membrane potential	http://identifiers.org/reactome/R-HSA-5576886
Phase I - Functionalization of compounds	http://identifiers.org/reactome/R-HSA-211945
Phenylalanine and tyrosine catabolism	http://identifiers.org/reactome/R-HSA-71182
Phosphate bond hydrolysis by NTPDase proteins	http://identifiers.org/reactome/R-HSA-8850843
Phosphate bond hydrolysis by NUDT proteins	http://identifiers.org/reactome/R-HSA-2393930
phospho-PLA2 pathway	http://identifiers.org/reactome/R-HSA-111995
Phospholipase C-mediated cascade	http://identifiers.org/reactome/R-HSA-5654228
Phosphorylation of CD3 and TCR zeta chains	http://identifiers.org/reactome/R-HSA-202427
Phosphorylation of Emi1	http://identifiers.org/reactome/R-HSA-176417
Phosphorylation of the APC/C	http://identifiers.org/reactome/R-HSA-176412
Physiological factors	http://identifiers.org/reactome/R-HSA-5578768
PI and PC transport between ER and Golgi membranes	http://identifiers.org/reactome/R-HSA-1483196
PI3K Cascade	http://identifiers.org/reactome/R-HSA-109704
PI3K events in ERBB2 signaling	http://identifiers.org/reactome/R-HSA-1963642
PI3K events in ERBB4 signaling	http://identifiers.org/reactome/R-HSA-1250342
PI3K/AKT activation	http://identifiers.org/reactome/R-HSA-198203
PI3K/AKT Signaling	http://identifiers.org/reactome/R-HSA-1257604
PI5P Regulates TP53 Acetylation	http://identifiers.org/reactome/R-HSA-6811555
PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	http://identifiers.org/reactome/R-HSA-6811558
Pink/Parkin Mediated Mitophagy	http://identifiers.org/reactome/R-HSA-5205685
PIWI-interacting RNA (piRNA) biogenesis	http://identifiers.org/reactome/R-HSA-5601884
PKA activation	http://identifiers.org/reactome/R-HSA-163615
PKA activation in glucagon signalling	http://identifiers.org/reactome/R-HSA-164378
PKA-mediated phosphorylation of CREB	http://identifiers.org/reactome/R-HSA-111931
PKA-mediated phosphorylation of key metabolic factors	http://identifiers.org/reactome/R-HSA-163358
PKMTs methylate histone lysines	http://identifiers.org/reactome/R-HSA-3214841
Plasmalogen biosynthesis	http://identifiers.org/reactome/R-HSA-75896
Platelet Adhesion to exposed collagen	http://identifiers.org/reactome/R-HSA-75892
Platelet Aggregation (Plug Formation)	http://identifiers.org/reactome/R-HSA-76009
Platelet degranulation	http://identifiers.org/reactome/R-HSA-114608
Platelet homeostasis	http://identifiers.org/reactome/R-HSA-418346
Platelet sensitization by LDL	http://identifiers.org/reactome/R-HSA-432142
PLC beta mediated events	http://identifiers.org/reactome/R-HSA-112043
PLC-gamma1 signalling	http://identifiers.org/reactome/R-HSA-167021
PLCG1 events in ERBB2 signaling	http://identifiers.org/reactome/R-HSA-1251932
POLB-Dependent Long Patch Base Excision Repair	http://identifiers.org/reactome/R-HSA-110362
Polo-like kinase mediated events	http://identifiers.org/reactome/R-HSA-156711
Polymerase switching	http://identifiers.org/reactome/R-HSA-69091
Polymerase switching on the C-strand of the telomere	http://identifiers.org/reactome/R-HSA-174411
Post-chaperonin tubulin folding pathway	http://identifiers.org/reactome/R-HSA-389977
Post-transcriptional silencing by small RNAs	http://identifiers.org/reactome/R-HSA-426496
Post-translational protein phosphorylation	http://identifiers.org/reactome/R-HSA-8957275
Potassium transport channels	http://identifiers.org/reactome/R-HSA-1296067
POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	http://identifiers.org/reactome/R-HSA-2892247
POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation	http://identifiers.org/reactome/R-HSA-2892245
PP2A-mediated dephosphorylation of key metabolic factors	http://identifiers.org/reactome/R-HSA-163767
PPARA activates gene expression	http://identifiers.org/reactome/R-HSA-1989781
PRC2 methylates histones and DNA	http://identifiers.org/reactome/R-HSA-212300
pre-mRNA splicing	http://identifiers.org/reactome/R-HSA-72163
Pre-NOTCH Processing in Golgi	http://identifiers.org/reactome/R-HSA-1912420
Pre-NOTCH Processing in the Endoplasmic Reticulum	http://identifiers.org/reactome/R-HSA-1912399
Pre-NOTCH Transcription and Translation	http://identifiers.org/reactome/R-HSA-1912408
Prefoldin mediated transfer of substrate to CCT/TriC	http://identifiers.org/reactome/R-HSA-389957
Pregnenolone biosynthesis	http://identifiers.org/reactome/R-HSA-196108
Presynaptic depolarization and calcium channel opening	http://identifiers.org/reactome/R-HSA-112308
Presynaptic function of Kainate receptors	http://identifiers.org/reactome/R-HSA-500657
Presynaptic phase of homologous DNA pairing and strand exchange	http://identifiers.org/reactome/R-HSA-5693616
Processing of Capped Intron-Containing Pre-mRNA	http://identifiers.org/reactome/R-HSA-72203
Processing of DNA double-strand break ends	http://identifiers.org/reactome/R-HSA-5693607
Processing of Intronless Pre-mRNAs	http://identifiers.org/reactome/R-HSA-77595
Processing of SMDT1	http://identifiers.org/reactome/R-HSA-8949664
Processive synthesis on the C-strand of the telomere	http://identifiers.org/reactome/R-HSA-174414
Processive synthesis on the lagging strand	http://identifiers.org/reactome/R-HSA-69183
Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2	http://identifiers.org/reactome/R-HSA-964827
Prolactin receptor signaling	http://identifiers.org/reactome/R-HSA-1170546
Proline catabolism	http://identifiers.org/reactome/R-HSA-70688
Propionyl-CoA catabolism	http://identifiers.org/reactome/R-HSA-71032
Prostacyclin signalling through prostacyclin receptor	http://identifiers.org/reactome/R-HSA-392851
Protein methylation	http://identifiers.org/reactome/R-HSA-8876725
Protein repair	http://identifiers.org/reactome/R-HSA-5676934
Proton-coupled monocarboxylate transport	http://identifiers.org/reactome/R-HSA-433692
PRPP biosynthesis	http://identifiers.org/reactome/R-HSA-73843
PTK6 Activates STAT3	http://identifiers.org/reactome/R-HSA-8849474
PTK6 Down-Regulation	http://identifiers.org/reactome/R-HSA-8849472
PTK6 Expression	http://identifiers.org/reactome/R-HSA-8849473
PTK6 promotes HIF1A stabilization	http://identifiers.org/reactome/R-HSA-8857538
PTK6 Regulates Cell Cycle	http://identifiers.org/reactome/R-HSA-8849470
PTK6 Regulates Proteins Involved in RNA Processing	http://identifiers.org/reactome/R-HSA-8849468
PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases	http://identifiers.org/reactome/R-HSA-8849471
PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1	http://identifiers.org/reactome/R-HSA-8849469
Purine catabolism	http://identifiers.org/reactome/R-HSA-74259
Purine ribonucleoside monophosphate biosynthesis	http://identifiers.org/reactome/R-HSA-73817
Purine salvage	http://identifiers.org/reactome/R-HSA-74217
Pyrimidine biosynthesis	http://identifiers.org/reactome/R-HSA-500753
Pyrimidine catabolism	http://identifiers.org/reactome/R-HSA-73621
Pyrimidine salvage	http://identifiers.org/reactome/R-HSA-73614
Pyrophosphate hydrolysis	http://identifiers.org/reactome/R-HSA-71737
Pyruvate metabolism	http://identifiers.org/reactome/R-HSA-70268
RA biosynthesis pathway	http://identifiers.org/reactome/R-HSA-5365859
RAB GEFs exchange GTP for GDP on RABs	http://identifiers.org/reactome/R-HSA-8876198
RAB geranylgeranylation	http://identifiers.org/reactome/R-HSA-8873719
RAF activation	http://identifiers.org/reactome/R-HSA-5673000
RAF-independent MAPK1/3 activation	http://identifiers.org/reactome/R-HSA-112409
RAF/MAP kinase cascade	http://identifiers.org/reactome/R-HSA-5673001
Rap1 signalling	http://identifiers.org/reactome/R-HSA-392517
Ras activation upon Ca2+ influx through NMDA receptor	http://identifiers.org/reactome/R-HSA-442982
Reactions specific to the complex N-glycan synthesis pathway	http://identifiers.org/reactome/R-HSA-975578
Reactions specific to the hybrid N-glycan synthesis pathway	http://identifiers.org/reactome/R-HSA-975574
Receptor Mediated Mitophagy	http://identifiers.org/reactome/R-HSA-8934903
Receptor-type tyrosine-protein phosphatases	http://identifiers.org/reactome/R-HSA-388844
Recognition of DNA damage by PCNA-containing replication complex	http://identifiers.org/reactome/R-HSA-110314
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	http://identifiers.org/reactome/R-HSA-5693565
Recruitment of mitotic centrosome proteins and complexes	http://identifiers.org/reactome/R-HSA-380270
Recruitment of NuMA to mitotic centrosomes	http://identifiers.org/reactome/R-HSA-380320
Recycling of bile acids and salts	http://identifiers.org/reactome/R-HSA-159418
Recycling pathway of L1	http://identifiers.org/reactome/R-HSA-437239
Reduction of cytosolic Ca++ levels	http://identifiers.org/reactome/R-HSA-418359
Reelin signalling pathway	http://identifiers.org/reactome/R-HSA-8866376
Regulated proteolysis of p75NTR	http://identifiers.org/reactome/R-HSA-193692
Regulation by c-FLIP	http://identifiers.org/reactome/R-HSA-3371378
Regulation by TREX1	http://identifiers.org/reactome/R-HSA-3248023
Regulation of actin dynamics for phagocytic cup formation	http://identifiers.org/reactome/R-HSA-2029482
Regulation of activated PAK-2p34 by proteasome mediated degradation	http://identifiers.org/reactome/R-HSA-211733
Regulation of APC/C activators between G1/S and early anaphase	http://identifiers.org/reactome/R-HSA-176408
Regulation of Apoptosis	http://identifiers.org/reactome/R-HSA-169911
Regulation of cholesterol biosynthesis by SREBP (SREBF)	http://identifiers.org/reactome/R-HSA-1655829
Regulation of commissural axon pathfinding by SLIT and ROBO	http://identifiers.org/reactome/R-HSA-428542
Regulation of Complement cascade	http://identifiers.org/reactome/R-HSA-977606
Regulation of cortical dendrite branching	http://identifiers.org/reactome/R-HSA-8985801
Regulation of cytoskeletal remodeling and cell spreading by IPP complex components	http://identifiers.org/reactome/R-HSA-446388
Regulation of expression of SLITs and ROBOs	http://identifiers.org/reactome/R-HSA-9010553
Regulation of FOXO transcriptional activity by acetylation	http://identifiers.org/reactome/R-HSA-9617629
Regulation of FZD by ubiquitination	http://identifiers.org/reactome/R-HSA-4641263
Regulation of gene expression by Hypoxia-inducible Factor	http://identifiers.org/reactome/R-HSA-1234158
Regulation of gene expression in beta cells	http://identifiers.org/reactome/R-HSA-210745
Regulation of gene expression in early pancreatic precursor cells	http://identifiers.org/reactome/R-HSA-210747
Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells	http://identifiers.org/reactome/R-HSA-210746
Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	http://identifiers.org/reactome/R-HSA-210744
Regulation of Glucokinase by Glucokinase Regulatory Protein	http://identifiers.org/reactome/R-HSA-170822
Regulation of HSF1-mediated heat shock response	http://identifiers.org/reactome/R-HSA-3371453
Regulation of IFNA signaling	http://identifiers.org/reactome/R-HSA-912694
Regulation of IFNG signaling	http://identifiers.org/reactome/R-HSA-877312
Regulation of IGF Activity by IGFBP	http://identifiers.org/reactome/R-HSA-381426
Regulation of innate immune responses to cytosolic DNA	http://identifiers.org/reactome/R-HSA-3134975
Regulation of insulin secretion	http://identifiers.org/reactome/R-HSA-422356
Regulation of KIT signaling	http://identifiers.org/reactome/R-HSA-1433559
Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	http://identifiers.org/reactome/R-HSA-400206
Regulation of localization of FOXO transcription factors	http://identifiers.org/reactome/R-HSA-9614399
Regulation of MECP2 expression and activity	http://identifiers.org/reactome/R-HSA-9022692
Regulation of necroptotic cell death	http://identifiers.org/reactome/R-HSA-5675482
Regulation of ornithine decarboxylase (ODC)	http://identifiers.org/reactome/R-HSA-350562
Regulation of PAK-2p34 activity by PS-GAP/RHG10	http://identifiers.org/reactome/R-HSA-211728
Regulation of PLK1 Activity at G2/M Transition	http://identifiers.org/reactome/R-HSA-2565942
Regulation of PTEN gene transcription	http://identifiers.org/reactome/R-HSA-8943724
Regulation of PTEN localization	http://identifiers.org/reactome/R-HSA-8948747
Regulation of PTEN mRNA translation	http://identifiers.org/reactome/R-HSA-8943723
Regulation of PTEN stability and activity	http://identifiers.org/reactome/R-HSA-8948751
Regulation of pyruvate dehydrogenase (PDH) complex	http://identifiers.org/reactome/R-HSA-204174
Regulation of RAS by GAPs	http://identifiers.org/reactome/R-HSA-5658442
Regulation of RUNX1 Expression and Activity	http://identifiers.org/reactome/R-HSA-8934593
Regulation of RUNX2 expression and activity	http://identifiers.org/reactome/R-HSA-8939902
Regulation of RUNX3 expression and activity	http://identifiers.org/reactome/R-HSA-8941858
Regulation of signaling by CBL	http://identifiers.org/reactome/R-HSA-912631
Regulation of signaling by NODAL	http://identifiers.org/reactome/R-HSA-1433617
Regulation of the apoptosome activity	http://identifiers.org/reactome/R-HSA-9627069
Regulation of thyroid hormone activity	http://identifiers.org/reactome/R-HSA-350864
Regulation of TLR by endogenous ligand	http://identifiers.org/reactome/R-HSA-5686938
Regulation of TNFR1 signaling	http://identifiers.org/reactome/R-HSA-5357905
Regulation of TP53 Activity through Acetylation	http://identifiers.org/reactome/R-HSA-6804758
Regulation of TP53 Activity through Association with Co-factors	http://identifiers.org/reactome/R-HSA-6804759
Regulation of TP53 Activity through Methylation	http://identifiers.org/reactome/R-HSA-6804760
Regulation of TP53 Activity through Phosphorylation	http://identifiers.org/reactome/R-HSA-6804756
Regulation of TP53 Degradation	http://identifiers.org/reactome/R-HSA-6804757
Regulation of TP53 Expression	http://identifiers.org/reactome/R-HSA-6804754
Relaxin receptors	http://identifiers.org/reactome/R-HSA-444821
Release of apoptotic factors from the mitochondria	http://identifiers.org/reactome/R-HSA-111457
Release of Hh-Np from the secreting cell	http://identifiers.org/reactome/R-HSA-5362798
Removal of aminoterminal propeptides from gamma-carboxylated proteins	http://identifiers.org/reactome/R-HSA-159782
Removal of the Flap Intermediate	http://identifiers.org/reactome/R-HSA-69166
Removal of the Flap Intermediate from the C-strand	http://identifiers.org/reactome/R-HSA-174437
Repression of WNT target genes	http://identifiers.org/reactome/R-HSA-4641265
Resolution of AP sites via the multiple-nucleotide patch replacement pathway	http://identifiers.org/reactome/R-HSA-110373
Resolution of AP sites via the single-nucleotide replacement pathway	http://identifiers.org/reactome/R-HSA-110381
Resolution of D-loop Structures through Holliday Junction Intermediates	http://identifiers.org/reactome/R-HSA-5693568
Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	http://identifiers.org/reactome/R-HSA-5693554
Resolution of Sister Chromatid Cohesion	http://identifiers.org/reactome/R-HSA-2500257
Respiratory electron transport	http://identifiers.org/reactome/R-HSA-611105
Response to elevated platelet cytosolic Ca2+	http://identifiers.org/reactome/R-HSA-76005
RET signaling	http://identifiers.org/reactome/R-HSA-8853659
Retinoid cycle disease events	http://identifiers.org/reactome/R-HSA-2453864
Retinoid metabolism and transport	http://identifiers.org/reactome/R-HSA-975634
Retrograde neurotrophin signalling	http://identifiers.org/reactome/R-HSA-177504
Retrograde transport at the Trans-Golgi-Network	http://identifiers.org/reactome/R-HSA-6811440
Reuptake of GABA	http://identifiers.org/reactome/R-HSA-888593
Rev-mediated nuclear export of HIV RNA	http://identifiers.org/reactome/R-HSA-165054
Reversible hydration of carbon dioxide	http://identifiers.org/reactome/R-HSA-1475029
Rhesus glycoproteins mediate ammonium transport.	http://identifiers.org/reactome/R-HSA-444411
Rho GTPase cycle	http://identifiers.org/reactome/R-HSA-194840
RHO GTPases activate CIT	http://identifiers.org/reactome/R-HSA-5625900
RHO GTPases Activate Formins	http://identifiers.org/reactome/R-HSA-5663220
RHO GTPases activate IQGAPs	http://identifiers.org/reactome/R-HSA-5626467
RHO GTPases activate KTN1	http://identifiers.org/reactome/R-HSA-5625970
RHO GTPases Activate NADPH Oxidases	http://identifiers.org/reactome/R-HSA-5668599
RHO GTPases activate PAKs	http://identifiers.org/reactome/R-HSA-5627123
RHO GTPases activate PKNs	http://identifiers.org/reactome/R-HSA-5625740
RHO GTPases Activate Rhotekin and Rhophilins	http://identifiers.org/reactome/R-HSA-5666185
RHO GTPases Activate ROCKs	http://identifiers.org/reactome/R-HSA-5627117
RHO GTPases Activate WASPs and WAVEs	http://identifiers.org/reactome/R-HSA-5663213
RHO GTPases regulate CFTR trafficking	http://identifiers.org/reactome/R-HSA-5627083
Ribosomal scanning and start codon recognition	http://identifiers.org/reactome/R-HSA-72702
RIP-mediated NFkB activation via ZBP1	http://identifiers.org/reactome/R-HSA-1810476
RIPK1-mediated regulated necrosis	http://identifiers.org/reactome/R-HSA-5213460
RMTs methylate histone arginines	http://identifiers.org/reactome/R-HSA-3214858
